ID,Price_250mg,BB_SMILES,truncate_SMILES
EN300-13511,36.0,CC(=O)N1CCC(CC1)N,CC(=O)N1CCCCC1
EN300-11983,100.0,c1ccn2c(c1)nnc2CN,Cc1nnc2ccccn12
EN300-02554,93.0,CC(c1[nH]c2ccccc2n1)N,CCc1nc2ccccc2[nH]1
EN300-34333,142.0,CC(C(c1ccccc1)N2CCOCC2)N,CC[C@@H](c1ccccc1)N1CCOCC1
EN300-10694,70.0,C1C(C=CS1(=O)=O)N,O=S1(=O)C=CCC1
EN300-10016,19.0,CC(c1ccncc1)N,CCc1ccncc1
EN300-34696,69.0,CN(CCN)c1ccccc1,CCN(C)c1ccccc1
EN300-14407,19.0,COCCOCCCN,CCCOCCOC
EN300-23904,162.0,CSCCC(c1nc2ccccc2s1)N,CSCCCc1nc2ccccc2s1
EN300-24003,136.0,CNS(=O)(=O)Cc1ccccc1CN,CNS(=O)(=O)Cc1ccccc1C
EN300-26190,64.0,C1CN(CCC1N)CC(=O)N,NC(=O)CN1CCCCC1
EN300-25480,271.0,c1cc(sc1CN)S(=O)(=O)N2CCCCC2,Cc1ccc(S(=O)(=O)N2CCCCC2)s1
EN300-15268,367.0,C1CCC2CC(CCC2C1)N,C1CCC2CCCCC2C1
EN300-25604,155.0,Cc1csc(n1)CN,Cc1csc(C)n1
EN300-24791,353.0,c1cc2c(cc1Cl)nc(s2)CCN,CCc1nc2cc(Cl)ccc2s1
EN300-29407,19.0,CC(C)(C#N)N,CC(C)C#N
EN300-28553,288.0,CCC(CC)C(CN)N1CCCC1,CCC(CC)[C@H](C)N1CCCC1
EN300-26938,288.0,c1cc(ccc1CN)NC(=O)N,Cc1ccc(NC(N)=O)cc1
EN300-28606,288.0,CCN(CC)C(CC(C)C)CN,CCN(CC)[C@@H](C)CC(C)C
EN300-29441,288.0,c1cnc(nc1)N2CCN(CC2)CCCN,CCCN1CCN(c2ncccn2)CC1
EN300-29221,92.0,c1cc(ccc1C(=O)NCCN)Cl,CCNC(=O)c1ccc(Cl)cc1
EN300-30377,94.0,CC(C)CN1CCC(CC1)N,CC(C)CN1CCCCC1
EN300-27262,288.0,Cc1nc(no1)C2(CCCC2)N,Cc1nc(C2CCCC2)no1
EN300-24432,288.0,c1cc(cc(c1)NC(=O)C2CC2)CN,Cc1cccc(NC(=O)C2CC2)c1
EN300-40800,195.0,c1c2c([nH]n1)CCC(C2)N,c1n[nH]c2c1CCCC2
EN300-09713,142.0,c1cc(c(cc1[N+](=O)[O-])CN)O,Cc1cc([N+](=O)[O-])ccc1O
EN300-08665,37.0,C1CCC(CC1)(C#N)N,N#CC1CCCCC1
EN300-03932,234.0,c1cc(ccc1C(CN)O)[N+](=O)[O-],C[C@H](O)c1ccc([N+](=O)[O-])cc1
EN300-11242,237.0,COc1cccc(c1)C(CN)N2CCCC2,COc1cccc([C@H](C)N2CCCC2)c1
EN300-09768,19.0,CC(c1ccccc1Cl)N,CCc1ccccc1Cl
EN300-16223,19.0,c1ccc(cc1)OCCN,CCOc1ccccc1
EN300-09208,552.0,CC(c1ccc(cc1)n2ccnc2)N,CCc1ccc(-n2ccnc2)cc1
EN300-13155,19.0,CC(C)N1CCC(CC1)N,CC(C)N1CCCCC1
EN300-07804,64.0,CCOc1ccc(cc1OCC)C(C)N,CCOc1ccc(CC)cc1OCC
EN300-07805,45.0,CC(c1ccccc1OC)N,CCc1ccccc1OC
EN300-06366,194.0,c1ccc(cc1)C(CN)c2c[nH]c3c2cccc3,C[C@H](c1ccccc1)c1c[nH]c2ccccc12
EN300-07197,153.0,COc1ccc(cc1)C(CN)N2CCOCC2,COc1ccc([C@H](C)N2CCOCC2)cc1
EN300-51839,142.0,CCCCOCCN,CCCCOCC
EN300-50667,367.0,c1cc(ccc1CN)N2CCCC(C2)C(=O)N,Cc1ccc(N2CCC[C@H](C(N)=O)C2)cc1
EN300-50244,58.0,C1CN(CCC1O)CCCN,CCCN1CCC(O)CC1
EN300-51090,276.0,CN(C)CC(Cc1ccccc1)N,CN(C)CCCc1ccccc1
EN300-21249,19.0,CC(C)(C)CC(C)(C)N,CC(C)CC(C)(C)C
EN300-51203,136.0,Cc1ccc(cc1)C(=O)NCCN,CCNC(=O)c1ccc(C)cc1
EN300-19392,19.0,C(CO)N,CCO
EN300-20378,19.0,CCOC(CN)OCC,CCOC(C)OCC
EN300-20439,19.0,c1ccnc(c1)CCN,CCc1ccccn1
EN300-50040,200.0,CCNC(=O)COc1cccc(c1)CN,CCNC(=O)COc1cccc(C)c1
EN300-51986,21.0,COc1ccc(cc1)CCCN,CCCc1ccc(OC)cc1
EN300-50320,142.0,c1cc(cc(c1)NC(=O)c2ccc(cc2)F)CN,Cc1cccc(NC(=O)c2ccc(F)cc2)c1
EN300-33973,19.0,C1CC(CCC1N)O,OC1CCCCC1
EN300-26953,20.0,C(C(=O)N)(C(=O)N)N,NC(=O)CC(N)=O
EN300-13380,105.0,Cc1ccc(cc1)SCCN,CCSc1ccc(C)cc1
EN300-50318,431.0,c1ccc(cc1)C2C(CCCO2)CN,CC1CCCOC1c1ccccc1
EN300-34032,19.0,Cc1ccc(cc1)C(C)N,CCc1ccc(C)cc1
EN300-34041,19.0,CCC(c1ccccc1)N,CCCc1ccccc1
EN300-52658,30.0,c1ccc(c(c1)CN)n2cccn2,Cc1ccccc1-n1cccn1
EN300-02561,127.0,c1cc(sc1)C(CN)N2CCOCC2,C[C@@H](c1cccs1)N1CCOCC1
EN300-42951,25.0,C1CC(CC(C1)O)N,OC1CCCCC1
EN300-42902,394.0,C1CC2CC(CCN2C1)N,C1CCN2CCC[C@H]2C1
EN300-53507,431.0,COC1CCN(CC1)C2CCCCC2N,COC1CCN(C2CCCCC2)CC1
EN300-04928,92.0,c1cc(c(c(c1)Cl)Cl)/C=C\2/C(=O)N(C(=O)S2)CCN,CCN1C(=O)S/C(=C\c2cccc(Cl)c2Cl)C1=O
EN300-21034,19.0,CCN1CCCC1CN,CCN1CCC[C@@H]1C
EN300-08545,154.0,COc1ccc(cc1)C(CN)c2c[nH]c3c2cccc3,COc1ccc([C@@H](C)c2c[nH]c3ccccc23)cc1
EN300-05618,178.0,C1C2CC3CC1CC(C2)(C3)CCN,CCC12CC3CC(CC(C3)C1)C2
EN300-40141,19.0,c1cc(c(cc1F)C(F)(F)F)CN,Cc1ccc(F)cc1C(F)(F)F
EN300-14138,152.0,CCN(CCCN)c1ccccc1,CCCN(CC)c1ccccc1
EN300-51937,183.0,c1cn(cn1)CCCCN,CCCCn1ccnc1
EN300-51305,129.0,c1ccc(cc1)OCc2cccc(c2)CN,Cc1cccc(COc2ccccc2)c1
EN300-07973,136.0,c1cc(c(cc1Cl)NC(=O)CN)Cl,CC(=O)Nc1cc(Cl)ccc1Cl
EN300-50257,188.0,c1ccn2c(c1)nn(c2=O)CCCN,CCCn1nc2ccccn2c1=O
EN300-14140,173.0,C1CC1COCCCN,CCCOCC1CC1
EN300-06776,116.0,CC(C#N)(C1CC1)N,C[C@H](C#N)C1CC1
EN300-50466,288.0,CN(CCCN)c1ccc(cc1)F,CCCN(C)c1ccc(F)cc1
EN300-08537,100.0,C1CCC(C1)(C#N)N,N#CC1CCCC1
EN300-24023,216.0,Cn1ccnc1C(c2ccc(cc2)OC)N,COc1ccc(Cc2nccn2C)cc1
EN300-12274,67.0,CCC(c1ccc(cc1)OC)N,CCCc1ccc(OC)cc1
EN300-12909,19.0,CN1CCC(CC1)N,CN1CCCCC1
EN300-13847,149.0,CC(C)C(c1ccc2c(c1)OCCCO2)N,CC(C)Cc1ccc2c(c1)OCCCO2
EN300-09289,92.0,Cc1cccc(c1NC(=O)CN)C,CC(=O)Nc1c(C)cccc1C
EN300-16216,19.0,C(C(=O)N)N,CC(N)=O
EN300-35048,19.0,c1cc(c(cc1F)F)CN,Cc1ccc(F)cc1F
EN300-10075,172.0,Cc1cc(c(c(c1)C)NC(=O)CN)C,CC(=O)Nc1c(C)cc(C)cc1C
EN300-35059,19.0,COc1cccc(c1OC)CN,COc1cccc(C)c1OC
EN300-41781,23.0,C(CN)C(F)(F)F,CCC(F)(F)F
EN300-40888,19.0,C(CN)C(=O)N,CCC(N)=O
EN300-30203,142.0,Cc1ccc(cc1C)C(c2ccccc2)N,Cc1ccc(Cc2ccccc2)cc1C
EN300-30903,106.0,C1CS(=O)(=O)CC1CN,C[C@H]1CCS(=O)(=O)C1
EN300-08736,252.0,COc1cccc(c1OC)C(CN)c2c[nH]c3c2cccc3,COc1cccc([C@@H](C)c2c[nH]c3ccccc23)c1OC
EN300-30169,28.0,Cc1cccc(c1C)NC(=O)CN,CC(=O)Nc1cccc(C)c1C
EN300-30222,39.0,c1ccn2cc(nc2c1)CN,Cc1cn2ccccc2n1
EN300-33074,19.0,c1cc(c(c(c1)Cl)CN)F,Cc1c(F)cccc1Cl
EN300-39414,19.0,c1ccc(cc1)C(CCO)N,OCCCc1ccccc1
EN300-08848,92.0,c1cc(ccc1F)SCCCN,CCCSc1ccc(F)cc1
EN300-09222,37.0,c1cc(c(c(c1NC(=O)CN)F)F)F,CC(=O)Nc1ccc(F)c(F)c1F
EN300-31698,183.0,CC(c1cc2cccc(c2o1)OC)N,CCc1cc2cccc(OC)c2o1
EN300-13873,223.0,Cc1nc2ccccc2n1CCN,CCn1c(C)nc2ccccc21
EN300-08577,19.0,COc1ccccc1OCCN,CCOc1ccccc1OC
EN300-73440,104.0,c1ccc2cc(ccc2c1)C(CN)O,C[C@H](O)c1ccc2ccccc2c1
EN300-50845,19.0,C(C(CO)O)N,C[C@H](O)CO
EN300-30210,142.0,CCN1CCN(CC1)C(=O)C(Cc2ccccc2)N,CCN1CCN(C(=O)CCc2ccccc2)CC1
EN300-13419,29.0,Cn1c2ccccc2nc1CN,Cc1nc2ccccc2n1C
EN300-07110,390.0,c1cc2c(cc1CCN)OCCO2,CCc1ccc2c(c1)OCCO2
EN300-12650,19.0,c1ccc2c(c1)-c3ccccc3C2N,c1ccc2c(c1)Cc1ccccc1-2
EN300-10653,64.0,CC(c1cc(c(cc1Cl)Cl)F)N,CCc1cc(F)c(Cl)cc1Cl
EN300-10769,142.0,CCC(C12CC3CC(C1)CC(C3)C2)N,CCCC12CC3CC(CC(C3)C1)C2
EN300-10215,20.0,CC(c1ccc(c(c1)Cl)Cl)N,CCc1ccc(Cl)c(Cl)c1
EN300-12427,49.0,CC(CCc1ccco1)N,CCCCc1ccco1
EN300-07385,92.0,c1ccc2c(c1)c(c[nH]2)C(CN)c3cccs3,C[C@H](c1cccs1)c1c[nH]c2ccccc12
EN300-10350,49.0,CC(C)c1ccc(cc1)CCN,CCc1ccc(C(C)C)cc1
EN300-10351,164.0,CN(C)C(CN)c1ccccc1OC,COc1ccccc1[C@H](C)N(C)C
EN300-10759,98.0,CN1CCN(CC1)C(CN)c2cccs2,C[C@@H](c1cccs1)N1CCN(C)CC1
EN300-10761,149.0,CCN(CC)C(CN)c1ccccc1,CCN(CC)[C@@H](C)c1ccccc1
EN300-34311,19.0,c1ccc(c(c1)CN)C(F)(F)F,Cc1ccccc1C(F)(F)F
EN300-13943,199.0,Cc1ccc(c(c1)C(C)N)OC,CCc1cc(C)ccc1OC
EN300-12531,50.0,c1ccc2c(c1)C(CCO2)N,c1ccc2c(c1)CCCO2
EN300-12532,223.0,c1ccc2c(c1)C(CCS2)N,c1ccc2c(c1)CCCS2
EN300-10717,42.0,C1CCCN(CC1)CCCN,CCCN1CCCCCC1
EN300-12461,64.0,C1CCc2nnc(n2CC1)CN,Cc1nnc2n1CCCCC2
EN300-49728,178.0,Cc1nccn1CC(C)CN,Cc1nccn1CC(C)C
EN300-50081,96.0,CC(CN)CN1CCCCC1,CC(C)CN1CCCCC1
EN300-20873,27.0,CC(C)C(C)N,CCC(C)C
EN300-09231,127.0,CC1(CCS(=O)(=O)C1)N,C[C@H]1CCS(=O)(=O)C1
EN300-77642,19.0,COc1cc(ccc1O)CCN,CCc1ccc(O)c(OC)c1
EN300-16062,28.0,Cc1ccc(c(c1)NC(=O)CN)OC,COc1ccc(C)cc1NC(C)=O
EN300-50504,80.0,c1ccc(cc1)C(CC(F)(F)F)N,FC(F)(F)CCc1ccccc1
EN300-09064,142.0,c1ccc2c(c1)c(c[nH]2)C(CN)c3ccc(cc3Cl)Cl,C[C@H](c1ccc(Cl)cc1Cl)c1c[nH]c2ccccc12
EN300-14139,183.0,c1ccc2c(c1)CC(CO2)CN,C[C@@H]1COc2ccccc2C1
EN300-24490,217.0,c1cc(ccc1CN)NC(=O)C2CC2,Cc1ccc(NC(=O)C2CC2)cc1
EN300-24197,288.0,COc1cc(ccc1OC(F)F)C2(CCCC2)CN,COc1cc(C2(C)CCCC2)ccc1OC(F)F
EN300-24436,84.0,c1ccc(cc1)c2nc(no2)CN,Cc1noc(-c2ccccc2)n1
EN300-26123,83.0,c1ccc(cc1)n2cc(cn2)CN,Cc1cnn(-c2ccccc2)c1
EN300-26441,142.0,c1ccc(cc1)Cn2cc(c(n2)c3ccccc3)CN,Cc1cn(Cc2ccccc2)nc1-c1ccccc1
EN300-25615,288.0,CC(c1nc2ccccc2n1C(F)F)N,CCc1nc2ccccc2n1C(F)F
EN300-25732,80.0,c1cc(ncc1CN)N2CCOCC2,Cc1ccc(N2CCOCC2)nc1
EN300-13848,92.0,CCC(C)c1ccc(cc1)C(C(C)C)N,CC[C@H](C)c1ccc(CC(C)C)cc1
EN300-14073,62.0,CC1CCN(CC1)CCCN,CCCN1CCC(C)CC1
EN300-23981,288.0,c1ccc(c(c1)CN)CS(=O)(=O)N2CCOCC2,Cc1ccccc1CS(=O)(=O)N1CCOCC1
EN300-10614,288.0,CN(C)C(Cc1ccccc1)CN,C[C@@H](Cc1ccccc1)N(C)C
EN300-28775,96.0,CCC(CC)C(CN)N(C)C,CCC(CC)[C@H](C)N(C)C
EN300-42881,39.0,c1ccc(c(c1)CN)[N+](=O)[O-],Cc1ccccc1[N+](=O)[O-]
EN300-29647,159.0,c1ccc(cc1)S(=O)(=O)NCCN,CCNS(=O)(=O)c1ccccc1
EN300-21826,389.0,Cc1nc(cs1)c2ccc(cc2)CN,Cc1ccc(-c2csc(C)n2)cc1
EN300-13892,91.0,CC(c1ccc(c(c1)F)OC)N,CCc1ccc(OC)c(F)c1
EN300-29601,149.0,Cc1ccc(cc1F)C(=O)NCCN,CCNC(=O)c1ccc(C)c(F)c1
EN300-29591,75.0,C1CCCC(CC1)(C(=O)N)N,NC1(C=O)CCCCCC1
EN300-25929,142.0,CC(CCc1ccc(cc1)O)N,CCCCc1ccc(O)cc1
EN300-29770,188.0,Cc1c(cnn1c2cccc(c2)C(F)(F)F)C(C)N,CCc1cnn(-c2cccc(C(F)(F)F)c2)c1C
EN300-29780,431.0,CC(C(C(F)(F)F)O)N,CC[C@H](O)C(F)(F)F
EN300-31226,67.0,CC(c1ccccc1O)N,CCc1ccccc1O
EN300-27705,92.0,CCC(CC)C(CN)N1CCOCC1,CCC(CC)[C@H](C)N1CCOCC1
EN300-27211,19.0,C1CC1CN,CC1CC1
EN300-29225,19.0,c1cc(cnc1)CCN,CCc1cccnc1
EN300-31946,126.0,COc1ccc(cc1)S(=O)(=O)NCCN,CCNS(=O)(=O)c1ccc(OC)cc1
EN300-70058,49.0,COc1ccc(cc1)C(CCO)N,COc1ccc(CCCO)cc1
EN300-29011,142.0,c1ccc(c(c1)CN)c2ccc(cc2)CN3CCCC3,Cc1ccccc1-c1ccc(CN2CCCC2)cc1
EN300-28605,288.0,C1COCC1C(CN)N2CCOCC2,CC(C1CCOC1)N1CCOCC1
EN300-35021,19.0,CC(c1cccc(c1)OC)N,CCc1cccc(OC)c1
EN300-27219,149.0,c1cc(ccc1CN)OCC(F)(F)F,Cc1ccc(OCC(F)(F)F)cc1
EN300-16950,48.0,CC1(C2CCC1(C(C2)N)C)C,CC12CCC(CC1)C2(C)C
EN300-05048,206.0,c1ccc(cc1)CC(c2[nH]c3ccccc3n2)N,c1ccc(CCc2nc3ccccc3[nH]2)cc1
EN300-13244,34.0,Cc1ccc(cc1)C(c2cccs2)N,Cc1ccc(Cc2cccs2)cc1
EN300-13331,347.0,Cc1ccc(cc1)c2nc(on2)CCCCCN,CCCCCc1nc(-c2ccc(C)cc2)no1
EN300-23780,75.0,c1ccc(cc1)C2(CCC2)N,c1ccc(C2CCC2)cc1
EN300-27441,83.0,c1cnc(cc1CN)N2CCCCC2,Cc1ccnc(N2CCCCC2)c1
EN300-25374,188.0,CN(C)S(=O)(=O)c1ccc(s1)CN,Cc1ccc(S(=O)(=O)N(C)C)s1
EN300-74715,19.0,c1ccc(cc1)C(c2ccccc2)(c3ccccc3)N,c1ccc(C(c2ccccc2)c2ccccc2)cc1
EN300-26623,83.0,c1cc(oc1)C(=O)N2CCC(CC2)N,O=C(c1ccco1)N1CCCCC1
EN300-25790,142.0,COc1ccc2cc(ccc2c1)CN,COc1ccc2cc(C)ccc2c1
EN300-28817,164.0,CCS(=O)(=O)N1CCC(CC1)N,CCS(=O)(=O)N1CCCCC1
EN300-28818,64.0,c1cc(oc1)CC(CN)CO,C[C@H](CO)Cc1ccco1
EN300-26801,45.0,CS(=O)(=O)Nc1cccc(c1)CN,Cc1cccc(NS(C)(=O)=O)c1
EN300-27688,462.0,C1CCC(C(C1)C(F)(F)F)N,FC(F)(F)C1CCCCC1
EN300-27611,20.0,COc1cc(ccn1)CN,COc1cc(C)ccn1
EN300-26581,30.0,c1ccc(cc1)NC(=O)N2CCC(CC2)N,O=C(Nc1ccccc1)N1CCCCC1
EN300-27304,167.0,c1cc(ccc1CN)c2ccc(cc2)O,Cc1ccc(-c2ccc(O)cc2)cc1
EN300-08051,19.0,CC(C12CC3CC(C1)CC(C3)C2)N,CCC12CC3CC(CC(C3)C1)C2
EN300-26582,142.0,CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCC(CC2)N,CC(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1
EN300-15063,162.0,c1ccc(cc1)CCCC(c2ccccc2)N,c1ccc(CCCCc2ccccc2)cc1
EN300-14285,79.0,CC(C)COCCCN,CCCOCC(C)C
EN300-14527,288.0,Cc1ccc(cc1)C(CN2CCOCC2)N,Cc1ccc(CCN2CCOCC2)cc1
EN300-13795,19.0,c1cc2c(cc1CCN)OCO2,CCc1ccc2c(c1)OCO2
EN300-14690,64.0,CN(C)CC(c1ccccc1)N,CN(C)CCc1ccccc1
EN300-13360,100.0,CCC(C)(C)C1CCC(CC1)N,CCC(C)(C)C1CCCCC1
EN300-12539,19.0,C1C2CC3CC1CC(C2)C3N,C1C2CC3CC1CC(C2)C3
EN300-13849,240.0,CC(C)Cc1ccc(cc1)C(C(C)C)N,CC(C)Cc1ccc(CC(C)C)cc1
EN300-13471,92.0,CCc1ccc(cc1)C(C(C)C)N,CCc1ccc(CC(C)C)cc1
EN300-14637,19.0,COc1ccc(cc1)OCCN,CCOc1ccc(OC)cc1
EN300-12376,187.0,Cc1ccc(o1)C(C)N,CCc1ccc(C)o1
EN300-12273,139.0,COc1ccc(cc1)C(c2ccccc2)N,COc1ccc(Cc2ccccc2)cc1
EN300-34346,19.0,Cc1cc([nH]c(=O)c1CN)C,Cc1cc(C)c(C)c(=O)[nH]1
EN300-13067,206.0,COc1ccc(cc1)CC(c2ccc(cc2)OC)N,COc1ccc(CCc2ccc(OC)cc2)cc1
EN300-13417,403.0,CCn1c(nnc1SC)CCCCCN,CCCCCc1nnc(SC)n1CC
EN300-12800,142.0,c1cc(ccc1CN)S(=O)(=O)N2CCOCC2,Cc1ccc(S(=O)(=O)N2CCOCC2)cc1
EN300-50263,66.0,c1ccc2c(c1)ncn2CCN,CCn1cnc2ccccc21
EN300-13350,19.0,CN(C)c1ccc(cc1)CN,Cc1ccc(N(C)C)cc1
EN300-10657,127.0,CN(C)C(CN)c1cccc(c1)F,C[C@@H](c1cccc(F)c1)N(C)C
EN300-10659,98.0,CCc1ccc(cc1)C(CN)N(C)C,CCc1ccc([C@H](C)N(C)C)cc1
EN300-13786,315.0,c1cc(sc1)C(c2ccc(cc2)F)N,Fc1ccc(Cc2cccs2)cc1
EN300-13070,302.0,CC(C)CN1CCOC(C1)CN,CC(C)CN1CCO[C@@H](C)C1
EN300-35691,98.0,c1cc(cc(c1)N2CCN(CC2)CCN)C(F)(F)F,CCN1CCN(c2cccc(C(F)(F)F)c2)CC1
EN300-13976,103.0,CCCc1ccc(cc1)C(C(C)C)N,CCCc1ccc(CC(C)C)cc1
EN300-13185,347.0,CCN(CC)S(=O)(=O)c1ccc(cc1)CN,CCN(CC)S(=O)(=O)c1ccc(C)cc1
EN300-14079,183.0,Cc1ccc(c(c1)CCN)OC,CCc1cc(C)ccc1OC
EN300-60750,65.0,c1csc(n1)CCN,CCc1nccs1
EN300-33146,19.0,Cc1ccc(c(c1)C)CN,Cc1ccc(C)c(C)c1
EN300-33148,82.0,COc1ccc(c(c1OC)OC)CN,COc1ccc(C)c(OC)c1OC
EN300-39115,142.0,c1cnc(cc1CN)OC2CCCC2,Cc1ccnc(OC2CCCC2)c1
EN300-33152,133.0,CCC1CCC(CC1)N,CCC1CCCCC1
EN300-33154,103.0,CC(C)(C)C1CCCCC1N,CC(C)(C)C1CCCCC1
EN300-41596,188.0,c1ccc(cc1)OCCCC(=O)Nc2ccc(cc2)CN,Cc1ccc(NC(=O)CCCOc2ccccc2)cc1
EN300-22519,97.0,CC(C)(CN)N(C)C,CN(C)C(C)(C)C
EN300-42959,70.0,C1CC2(CCC1N)OCCO2,C1CCC2(CC1)OCCO2
EN300-44904,144.0,c1cnccc1CN2CCC(CC2)N,c1cc(CN2CCCCC2)ccn1
EN300-36135,149.0,c1cc(c(nc1)n2cccn2)CN,Cc1cccnc1-n1cccn1
EN300-41247,188.0,Cc1nccn1c2cc(ccn2)CN,Cc1ccnc(-n2ccnc2C)c1
EN300-39146,186.0,c1cc(ccc1CN)CN2CCCC2=O,Cc1ccc(CN2CCCC2=O)cc1
EN300-40473,142.0,COc1cc(ccc1OCC2CCCO2)CN,COc1cc(C)ccc1OC[C@H]1CCCO1
EN300-36821,188.0,COc1cc(ccc1OCC(F)(F)F)CN,COc1cc(C)ccc1OCC(F)(F)F
EN300-26205,19.0,CS(=O)(=O)N1CCC(CC1)N,CS(=O)(=O)N1CCCCC1
EN300-41038,142.0,CN1CCN(CC1)C(=O)c2ccc(cc2)CN,Cc1ccc(C(=O)N2CCN(C)CC2)cc1
EN300-40327,142.0,CCN(CC)CCOc1ccc(cc1)CN,CCN(CC)CCOc1ccc(C)cc1
EN300-33165,88.0,CC(c1cc(ccc1Cl)Cl)N,CCc1cc(Cl)ccc1Cl
EN300-33168,116.0,CC(CCc1ccc2c(c1)OCO2)N,CCCCc1ccc2c(c1)OCO2
EN300-33170,39.0,CC(c1ccc(cc1)C(C)(C)C)N,CCc1ccc(C(C)(C)C)cc1
EN300-40442,142.0,c1ccc(cc1)COc2cc(ccn2)CN,Cc1ccnc(OCc2ccccc2)c1
EN300-31268,35.0,COc1c(cccn1)CN,COc1ncccc1C
EN300-45454,188.0,COc1cccc(c1Oc2ccc(cn2)CN)OC,COc1cccc(OC)c1Oc1ccc(C)cn1
EN300-37384,142.0,c1ccc2c(c1)CCN2Cc3ccc(cc3)CN,Cc1ccc(CN2CCc3ccccc32)cc1
EN300-41564,111.0,CC1CC(CN(C1)Cc2ccc(cc2)CN)C,Cc1ccc(CN2CC(C)CC(C)C2)cc1
EN300-42215,142.0,CC1CC(CN(C1)Cc2ccccc2CN)C,Cc1ccccc1CN1CC(C)CC(C)C1
EN300-13068,194.0,CCc1ccc(cc1)C(c2cccc(c2)F)N,CCc1ccc(Cc2cccc(F)c2)cc1
EN300-40879,154.0,CN1CCN(CC1)Cc2ccc(cc2)CN,Cc1ccc(CN2CCN(C)CC2)cc1
EN300-38937,52.0,CN1CCN(CC1)Cc2ccccc2CN,Cc1ccccc1CN1CCN(C)CC1
EN300-41041,111.0,CC1CCCN(C1)Cc2ccccc2CN,Cc1ccccc1CN1CCC[C@H](C)C1
EN300-35556,123.0,c1cc(cc(c1)CN2CCCC2)CN,Cc1cccc(CN2CCCC2)c1
EN300-32042,416.0,c1cc(cc(c1)Cn2ccnc2)CN,Cc1cccc(Cn2ccnc2)c1
EN300-27860,431.0,C1CC(CCC1C(=O)N)N,NC(=O)C1CCCCC1
EN300-12017,32.0,c1ccc(cc1)C(c2ccc(cc2)Cl)N,Clc1ccc(Cc2ccccc2)cc1
EN300-13443,165.0,Cc1ccc(c(c1)C)OCCN,CCOc1ccc(C)cc1C
EN300-14539,162.0,COc1ccc(cc1)c2nc(on2)CCCCCN,CCCCCc1nc(-c2ccc(OC)cc2)no1
EN300-43984,288.0,c1ccc2c(c1)CCN2CC(=O)Nc3ccc(cc3)CN,Cc1ccc(NC(=O)CN2CCc3ccccc32)cc1
EN300-33622,374.0,c1cnn(c1)c2cc(ccn2)CN,Cc1ccnc(-n2cccn2)c1
EN300-43349,288.0,c1cc(ncc1CN)N2CCCCC2CCO,Cc1ccc(N2CCCC[C@@H]2CCO)nc1
EN300-40878,40.0,CCN1CCN(CC1)Cc2ccc(cc2)CN,CCN1CCN(Cc2ccc(C)cc2)CC1
EN300-43164,188.0,c1cc(ccc1Oc2ccc(cn2)CN)F,Cc1ccc(Oc2ccc(F)cc2)nc1
EN300-39419,142.0,c1cc(cc(c1)F)Oc2c(cccn2)CN,Cc1cccnc1Oc1cccc(F)c1
EN300-31894,118.0,c1cnc(cc1CN)N2CCOCC2,Cc1ccnc(N2CCOCC2)c1
EN300-41808,70.0,CN1CCN(CC1)c2cc(ccn2)CN,Cc1ccnc(N2CCN(C)CC2)c1
EN300-41700,142.0,c1cc(ncc1CN)N2CCCCC2,Cc1ccc(N2CCCCC2)nc1
EN300-43213,296.0,Cc1cc(n(n1)c2ccc(cn2)CN)C,Cc1ccc(-n2nc(C)cc2C)nc1
EN300-10825,331.0,c1ccc(cc1)C(c2c3ccccc3ccc2O)N,Oc1ccc2ccccc2c1Cc1ccccc1
EN300-42528,142.0,CCCCOc1cccc(c1)CN,CCCCOc1cccc(C)c1
EN300-39771,142.0,c1ccc(cc1)COCc2ccc(cc2)CN,Cc1ccc(COCc2ccccc2)cc1
EN300-31770,142.0,COCc1ccccc1CN,COCc1ccccc1C
EN300-32012,52.0,CCOCc1ccc(cc1)CN,CCOCc1ccc(C)cc1
EN300-33181,102.0,CCOc1ccccc1C(C)N,CCOc1ccccc1CC
EN300-10539,51.0,CC(c1ccc(cc1F)F)N,CCc1ccc(F)cc1F
EN300-33187,42.0,CC(c1cc(ccc1F)F)N,CCc1cc(F)ccc1F
EN300-49801,142.0,CC(c1c(ccc(c1Cl)F)Cl)N,CCc1c(Cl)ccc(F)c1Cl
EN300-31754,19.0,C1COCC1CN,C[C@H]1CCOC1
EN300-10367,136.0,CC1CCN(CC1)C(CN)c2cccs2,CC1CCN([C@@H](C)c2cccs2)CC1
EN300-39303,200.0,Cc1cccc(c1)COc2ccc(cc2)CN,Cc1ccc(OCc2cccc(C)c2)cc1
EN300-13243,64.0,c1ccc(cc1)C(c2cccs2)N,c1ccc(Cc2cccs2)cc1
EN300-43837,142.0,CN(C)C(=O)COc1cccc(c1)CN,Cc1cccc(OCC(=O)N(C)C)c1
EN300-43453,238.0,CN(C)CCOc1cccc(c1)CN,Cc1cccc(OCCN(C)C)c1
EN300-15422,188.0,c1cc2c(cc1Cl)C(CCS2)N,Clc1ccc2c(c1)CCCS2
EN300-26838,50.0,CC(=O)Nc1ccc(cc1)CN,CC(=O)Nc1ccc(C)cc1
EN300-28769,117.0,c1cc(oc1)C(=O)NCCN,CCNC(=O)c1ccco1
