ID,Price_250mg,BB_SMILES,truncate_SMILES
EN300-153310,185.0,c1ccc(c(c1)Cc2ncc(s2)C(=O)O)F,Fc1ccccc1Cc1nccs1
EN300-153450,487.0,CN1CCN(CC1)C2(CCCCC2)CC(=O)O,CN1CCN(C2(C)CCCCC2)CC1
EN300-153308,228.0,c1cc(ccc1CCCCCC(=O)O)F,CCCCCc1ccc(F)cc1
EN300-100749,135.0,c1c(nc(o1)Br)C(=O)O,Brc1ncco1
EN300-111160,637.0,CC1(CCCC1C(=O)O)C,CC1(C)CCCC1
EN300-132963,183.0,CN1C(CCC1=O)C(=O)O,CN1CCCC1=O
EN300-133664,247.0,c1cc(ncc1OC(F)F)C(=O)O,FC(F)Oc1cccnc1
EN300-140367,252.0,CC(C)(C)c1nnc2n1cc(cc2)C(=O)O,CC(C)(C)c1nnc2ccccn12
EN300-140563,190.0,c1ccc(cc1)SCC2(CC2)CC(=O)O,CC1(CSc2ccccc2)CC1
EN300-152908,487.0,c1ccc2c(c1)cc(n2CCN3CCOCC3)C(=O)O,c1ccc2c(c1)ccn2CCN1CCOCC1
EN300-153205,487.0,Cc1nc(cs1)c2c[nH]cc2C(=O)O,Cc1nc(-c2cc[nH]c2)cs1
EN300-13984,19.0,c1cc([nH]c1)C(=O)O,c1cc[nH]c1
EN300-155791,538.0,Cc1cc(ccc1C(C)C(=O)O)OC,CCc1ccc(OC)cc1C
EN300-88530,19.0,c1cc(c(c(c1F)C(=O)O)F)F,Fc1ccc(F)c(F)c1
EN300-94838,389.0,C1CN(CCC1C(=O)O)CCS(=O)(=O)N,NS(=O)(=O)CCN1CCCCC1
EN300-152584,912.0,CC(C)(C)C1CC(C1)C(=O)O,CC(C)(C)C1CCC1
EN300-140582,481.0,C1COCC(N1CC(F)F)C(=O)O,FC(F)CN1CCOCC1
EN300-140639,353.0,Cc1cc2c(cc1C)occ2C(=O)O,Cc1cc2ccoc2cc1C
EN300-140645,484.0,C1CC1(CCO)C(=O)O,OCCC1CC1
EN300-17553,180.0,c1cc(c(cc1Br)/C=C/C(=O)O)F,C=Cc1cc(Br)ccc1F
