ID,Price_250mg,BB_SMILES,truncate_SMILES
EN300-1163035,1328.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N[C@H](CC(=O)O)c4cc(ccc4F)F,CCc1cc(F)ccc1F
EN300-650908,1349.0,Cn1cc(c(n1)NC(=O)OCC2c3ccccc3-c4c2cccc4)C(=O)O,Cn1cccn1
EN300-3438327,1349.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N[C@@H](Cc4c[nH]nc4)C(=O)O,CCc1cn[nH]c1
EN300-37104720,1349.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N[C@@H](C[C@@H](C(=O)N)F)C(=O)O,CC[C@H](F)C(N)=O
EN300-27692825,1349.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N[C@H](COC(F)(F)F)C(=O)O,CCOC(F)(F)F
EN300-650999,1349.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)NCC4CCn5c(c(cn5)C(=O)O)C4,C[C@H]1CCn2nccc2C1
EN300-658159,1349.0,Cc1cc(cc(n1)Cl)C(CC(=O)O)NC(=O)OCC2c3ccccc3-c4c2cccc4,CCc1cc(C)nc(Cl)c1
EN300-6490348,1359.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)NCC45CC(C4)(C6(O5)COC6)C(=O)O,CC12CC(C1)C1(COC1)O2
EN300-6495566,1370.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)N[C@@H]4C[C@@]5([C@H]4C5)C(=O)O,C1C[C@@H]2C[C@@H]12
EN300-1720345,1370.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)NCc4ccc(c(c4)O)CC(=O)O,Cc1ccc(C)c(O)c1
EN300-7439926,1370.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)NCc4cc5cc(cnc5[nH]4)C(=O)O,Cc1cc2cccnc2[nH]1
EN300-6473263,1370.0,c1ccc2c(c1)-c3ccccc3C2COC(=O)NCc4cccc(c4)[C@@H]5C[C@H]5C(=O)O,Cc1cccc(C2CC2)c1
